hecho_sancionado,instrumento_legal_inflingido,losma_35,gravedad_falta,inversion,tipologia,vias_de_ingreso,tamaño_unidad
"La obtención, con fecha 4 de febrero de 2022, de un Nivel de Presión Sonora Corregido (NPC) de 56 dB(A); y, la obtención, con fecha 28 de diciembre de 2023, de un Nivel de Presión Sonora Corregido (NPC) de 51 dB(A), todas las mediciones efectuadas en horario nocturno, en condición externa y en receptores sensibles ubicados en Zona II.",NE,h,Leves,,,,
"La obtención, con fecha 17 de febrero de 2023, de un Nivel de Presión Sonora Corregido (NPC) de 71 dB(A), medición efectuada en horario nocturno, en condición externa y en un receptor sensible ubicado en Zona II.",NE,h,Leves,,,,
"A.1. No haber instalado chimeneas o duetos de descarga para la emisión de gases resultantes del proceso productivo, constatándose por tanto la presencia de emisiones fugitivas.",PPDA,c,Leves,,,,
"La obtención, con fecha 18 de septiembre de 2019 de Niveles de Presión Sonora Corregidos (NPC) de 74 dB(A) y 70 dB(A), ambas mediciones efectuadas en horario nocturno, en condición externa y en un receptor sensible ubicado en Zona II.",NE,h,Leves,,,,
"La obtención, con fecha 17 de agosto de 2021, de un Nivel de Presión Sonora Corregido (NPC) de 61 dB(A), en medición homologada a horario nocturno, en condición externa, en un receptor sensible ubicado en Zona III",NE,h,Leves,,,,
"Dispone sólo con 57 de los 150 paños absorbentes necesarios para el control de un derrame de hidrocarburos, conforme lo descrito por su propio Plan de Contingencia, como fue constatado en inspección del 26 de marzo de 2015",RCA,a,Leves,1.5,N,DIA,1.0499999999999998
"No reportar la frecuencia de monitoreo exigida en su programa de monitoreo: El establecimiento industrial no reportó la frecuencia de monitoreo exigida en la Res. Ex. SMA N° 639/ 2014, para todos los puntos de descarga señalados en la Tabla N° 2 del anexo de la presente Resolución, correspondiente a su Programa de Monitoreo mensual asociado al D.S. N° 90/2000, en los periodos de junio a diciembre del año 2017, enero a diciembre del año 2018 y enero a diciembre del año 2019, en las cámaras de monitoreo 1, 2 y 3",NE,g,Leves,0.0264,J,DIA,0.01848
"El establecimiento industrial excedió el límite del volumen de descarga establecido en su Programa de Monitoreo, para los meses de junio de 2014; noviembre y diciembre de 2015; y junio y agosto de 2016.",NE,g,Leves,,,,
Inexistencia de salva pájaros u otros sistemas similares en la Línea de Transmisión Eléctrica,RCA,a,Graves,23.1,B,DIA,16.17
"Superar la producción máxima autorizada en el CES QUIQUEL II (RNA 100223), durante el ciclo productivo ocurrido entre el 08 de junio de 2020 al 14 de diciembre de 2020.",RCA,a,Graves,0.025,O,DIA,0.017499999999999998
La omisión de contar con un sistema de registro de disposición diario de Riles generados y dispuestos en el suelo.,RCA,a,Leves,0.0,O,DIA,0.0
"Forestal y Papelera Concepción S.A. no cuenta con estanques con sensores de nivel, para la recolección de las aguas percoladas de los patios de acopio, en la fiscalización de 3 de julio del año 2014.",RCA,a,Leves,0.2,O,DIA,0.13999999999999999
Balsas jaulas de 30 x 30m tienen dimensiones distintas a aquellas contempladas en la RCA de 20x20m.,RCA,a,Leves,0.9,N,DIA,0.63
"No implementar medidas de manejo de residuos industriales líquidos, lo que se expresa en: a. No adecuar la zona de lavado de camiones. b. No construir una Planta de Tratamiento de RILes. c. Acumulación de aguas provenientes de la humectación del material de los camiones en suelo descubierto y descarga no autorizada de su exceso al río Cachapoal. d. Construcción de dos piscinas de acumulación, a las cuales se reconducen los RILes generados por el proyecto, las cuales no han sido evaluadas ambientalmente.",RCA,a,Graves,,,,
G2. No se acredita la obtención del PAS 90,RCA,a,Leves,250.0,I,EIA,175.0
"La obtención, con fecha 20 de julio de 2018, de Niveles de Presión Sonora Corregidos (NPC) de 67 dB(A) y 64 dB(A), todas las mediciones efectuadas en horario diurno, en condición externa, en receptores sensibles ubicados en Zona II.",NE,h,Leves,,,,
"Disposición inadecuada de residuos líquidos, por vertimiento de aguas servidas sin tratar en superficie de las instalaciones, producto de colapso del alcantarillado en camino de acceso a corrales y malas condiciones de las zanjas de lixiviado generados en las pilas de compostaje.",RCA,a,Leves,0.03,O,DIA,0.020999999999999998
"En el mes de febrero del año 2015, el volumen de residuos líquidos generados por el Plantel superó los 100 m3/día, y los 3.000 m3/mes, según lo dispuesto en la imagen N° 1 de esta Resolución.",RCA,a,Leves,0.5,L,DIA,0.35
El establecimiento industrial no reportó con la frecuencia exigida para el parámetro caudal en los meses de mayo a diciembre de 2014; enero a diciembre de 2015; y enero a diciembre de 2016,RCA,a,Leves,0.275,,DIA,0.1925
"No reportar la frecuencia de monitoreo exigida en su programa de monitoreo: El establecimiento industrial no reportó la frecuencia de monitoreo exigida en la Resolución Exenta N°2322, de fecha 09 de junio de 2009, de la SISS, para los parámetros de Caudal, pH y Temperatura según se indica en la Tabla N° 2.2 del Anexo N°2 de la presente Resolución, correspondiente a su Programa de Monitoreo mensual asociado al D.S. N° 90/2000, en los meses de mayo, agosto, septiembre, octubre, noviembre y diciembre de 2019.",NE,g,Leves,0.25,O,DIA,0.175
Haber dispuesto mayor volumen de residuos diarios de lo autorizado entre agosto 2019 y junio 2022,RCA,a,Graves,2.0,O,DIA,1.4
Falta de envío de antecedentes de titulares de RCA,RSMA,e,Leves,,,,
"No se ha construido un canalón de encauzamiento de aguas en el botadero de estériles de Mina Los Colorados, para un evento centenario.",RCA,a,Leves,347.0,K,EIA,242.89999999999998
"Falta de monitoreo, y remisión de los resultados, del punto ubicado aguas abajo del muro cortafugas asociado al Depósito de Lastre, entre abril de 2015 y mayo de 2016.",Otro,f,Graves,1700.0,I,EIA,1190.0
"La obtención, con fecha 11 de enero de 2019, de Niveles de Presión Sonora Corregido (NPC) de 64 y 65 dB(A), ambas en horario nocturno, en condición interna y con ventana abierta en receptor sensible, ubicado en Zona II.",NE,h,Leves,,,,
"La obtención, con fecha 1 de septiembre de 2021, de Niveles de Presión Sonora Corregidos (NPC) de 58 y 57 dB(A), ambas mediciones efectuadas en horario nocturno, la primera en condición externa y la segunda en condición interna, con ventana abierta, en un receptor sensible ubicado en Zona II.",NE,h,Leves,,,,
"Parte de las aguas tratadas fueron vendidas por el Titular a terceros (2.573 m3) no descargándose al canal natural de desagüe de la Laguna Batuco, durante 32 días entre los meses de marzo y abril de 2020.",RCA,a,Leves,1.833,O,DIA,1.2831
"El establecimiento industrial presentó superación del límite máximo permitido por la Tabla Nº 2 del artículo 11 del D.S. Nº46/2002, para los parámetros que indica la Tabla Nº 2, del anexo Nº 1 de la Res. Ex. Nº 3 / Rol D-178-2019, durante los meses de enero a diciembre, con excepción del mes de septiembre, del año 2017; los meses de enero a diciembre, con excepción del mes de septiembre, del año 2018; y, los meses de enero a junio del año 2019, no configurándose los supuestos señalados en el artículo 25° del D.S. Nº 46/2002.",NE,g,Graves,,,,
"La obtención, con fecha 05 de marzo de 2021, de Niveles de Presión Sonora Corregidos (NPC) de 68 dB(A) y 70 dB(A), todas las mediciones efectuadas en horario diurno, en condición externa la primera y en condición interna, con ventana cerrada la segunda y en un receptor sensible ubicado en Zona III.",NE,h,Leves,,,,
"Incumplimiento del compromiso de entrega de agua desalada en la ciudad de Caldera, en un caudal de 50 l/s, en diversos periodos comprendidos entre enero de 2015 y julio de 2018, según lo indicado en el Gráfico N° 18 y Tabla N° 16, de la presente formulación de cargos.",RCA,a,Leves,1700.0,I,EIA,1190.0
"Para los monitoreos de ruido, la empresa no identificó a todos los receptores más cercanos a las principales obras de las primeras fases de construcción del proyecto, como son el acceso y camino vecinal a la instalación de faenas, área de aerogeneradores N°7 y N°8, y subestación eléctrica.",RCA,a,Leves,255.0,C,DIA,178.5
"""""""23.14. No haber profundizado la zanja cortafuga, habiendose verificado la superación de los valores de calidad de aguas subterraneas en 5 pozos monitoreados aguas debajo de dicha zanja.""",RCA,a,,500.0,I,EIA,350.0
"NO REPORTAR LOS MONITOREOS DE AUTOCONTROL DE SU PROGRAMA DE MONITOREO: El establecimiento industrial no reportó los monitoreos de autocontrol de su Programa de Monitoreo (Res. Ex. SISS N° 2031, de fecha 02 de junio de 2011) correspondiente a los períodos que a continuación se indican y que se detallan en la Tabla Nº 3 del Anexo de la presente Resolución: -2019: diciembre.",NE,g,Leves,,,,
"La construcción de caminos de penetración al botadero de estériles N°2 fuera de los márgenes autorizados por la RCA N°351/2016, afectando un total de 3,2 ha., que es posible desglosar de la siguiente forma: 0,5 hectáreas corresponden a bosque nativo de preservación, según la Ley N°20.283; y 2,21 hectáreas a matorral esclerófilo, con presencia de ejemplares en distintos estados de protección. El resto del área intervenida corresponde a pradera estacional.",RCA,a,Graves,7.0,I,DIA,4.8999999999999995
"La obtención, con fecha 04 de noviembre de 2020, de un Nivel de Presión Sonora Corregido (NPC) de 81 dB(A), medición efectuada en horario diurno, en condición interna, con ventana abierta y en un receptor sensible ubicado en Zona III.",NE,h,Leves,,,,
Existencia de una tubería de descarga de Riles que corresponde a un punto de descarga no autorizada.,RCA,a,Graves,0.46,O,DIA,0.322
"El establecimiento industrial no reportó información asociada a los remuestreos durante los meses de agosto, septiembre, octubre y noviembre del año 2014; enero, agosto, septiembre, octubre, noviembre y diciembre del año 2015; y enero, febrero, marzo, abril, mayo, julio, octubre y noviembre del año 2016.",RCA,a,Leves,0.152,O,DIA,0.1064
"Ejecutar actividades propias de un astillero, sin contar con una Resolución de Calificación Ambiental que lo autorice a ello.",Elusión,b,Graves,,,,
Se han realizado tronaduras bajo condiciones no permitidas.,RCA,a,Graves,0.0,I,DIA,0.0
"SUPERAR LOS LÍMITES MÁXIMOS PERMITIDOS PARA LOS PARÁMETROS DE SU PROGRAMA DE MONITOREO: El establecimiento industrial presentó superación del límite máximo permitido por la Tabla N° 1 del artículo 1 numeral 4.2 del D.S. N° 90/2000, para los parámetros Aluminio, Coliformes Fecales o Termotolerantes y Manganeso, durante los meses de abril de 2019 y de enero de 2020, según se detalla en la Tabla N° 1.3 del Anexo N°1 de esta Resolución, no configurándose los supuestos señalados en el numeral 6.4.2 del D.S. N° 90/2000.",NE,g,Leves,,,,
"Deficiencias en el sistema de monitoreo del efluente de descarga de la PTAS, en tanto: a) No se ha ejecutado el Plan de Monitoreo de los efluentes descargados por la PTAS; b) No se ha implementado un Plan de Monitoreo y Vigilancia permanente de la PTAS; c) No contar con Programa de Monitoreo, de conformidad con lo establecido en el D.S. 90/01.",Otro,a,Leves,,,,
"La obtención, con fecha 09 de marzo de 2017, de un Nivel de Presión Sonora Corregidos (NPC) de 49 dB(A), medición efectuada en horario nocturno, en condición externa, en un receptor sensible ubicado en Zona II.",NE,h,Leves,,,,
"Se constata la muerte de peces en el río Toqui, sin llevar a cabo las acciones necesarias para controlar y mitigar la situación.",RCA,a,Leves,0.02,O,DIA,0.013999999999999999
"Superar la producción máxima autorizada en el CES ARACENA 1, durante el ciclo productivo ocurrido entre el 7 de octubre de 2019 al 21 de marzo de 2021.",RCA,a,Graves,1.0,N,DIA,0.7
"NO REPORTAR TODOS LOS PARÁMETROS DE SU PROGRAMA DE MONITOREO: El establecimiento industrial no reportó en el mes de enero del año 2021 los parámetros, correspondiente al control normativo anual de la Tabla N° 2 del D.S. N° 90/2000, de acuerdo al numeral 1. de la Res. Ex. N°4913/2012 de la SISS, que modifica su Programa de Monitoreo según se detalla en la Tabla N° 1.1 del Anexo N°1 de la presente Resolución.",NE,g,Leves,,,,
"No monitorear los puntos N° 1 (Cosecha), N° 2 (SAC), N° 3 (Conserva) y N° 4 (Efluente) con la frecuencia exigida en el Programa de Monitoreo de RILES",RCA,a,Leves,0.035,T,DIA,0.0245
Realizar actividad de transporte de concentrado de cobre por rutas no consideradas en su autorización ambiental,RCA,a,Leves,1900.0,I,EIA,1330.0
"Extracción de material de cobertura desde lugar no autorizado, formando dos lagunas artificiales que han sido adoptadas como hábitat de aves",RCA,a,Graves,0.45,O,DIA,0.315
"Basura en fondo marino, playas y terrenos de playa aledaños al centro de cultivo.",RCA,a,Leves,1.5,N,DIA,1.0499999999999998
"Se constató una acumulación de lodos de distinta data y características de humedad, y con notas de olores molestos, provenientes de los decantadores secundario y terciario. Los lodos se encontraban acumulados al interior de un área aproximada de 1.500 m2, aledaña al curso del río Pichico, sin haber sido dispuestos ni en un vertedero ni en terrenos agrícolas.",RCA,a,Graves,0.11,N,DIA,0.077
"Superar la producción máxima autorizada en el CES Forsyth, durante el ciclo productivo ocurrido entre el 09 de diciembre de 2016 y el 07 de abril del año 2018.",RCA,a,Graves,2.0,N,DIA,1.4
"La obtención con fecha 17 de Julio de 2015, de nivel de presión sonora de 75 dB(A) en el Receptor N° 2, en horario diurno, en condición externa; y la obtención con fecha 18 de Julio de 2015, de nivel de presión sonora de 67 dB(A) en el Receptor N° 8, en horario diurno, en condición externa; ambas mediciones efectuadas en Zona Rural y contenidas en la Tabla N° 8 del Informe SSA código 40265. La obtención con fecha 5 de Noviembre de 2015, de nivel de presión sonora de 68 dB(A) en el Receptor N° 2, en horario diurno, en condición externa; y la obtención con fecha 6 de Noviembre de 2015, de nivel de presión sonora de 69 dB(A) en el Receptor N° 8, en horario diurno, en condición externa; ambas mediciones efectuadas en Zona Rural y contenidas en la Tabla N° 8 del Informe SSA código 43443. La obtención con fecha 1 de Febrero de 2016, de nivel de presión sonora de 65 dB(A) en el Receptor N° 2, en horario diurno, en condición externa; y la obtención con fecha 1 de Febrero de 2016, de nivel de presión sonora de 67 dB(A) en el Receptor N° 8, en horario diurno, en condición externa; ambas mediciones efectuadas en Zona Rural y contenidas en la Tabla N° 8 del Informe SSA código 49169. La obtención, con fecha 1 de diciembre de 2016, de Nivel de Presión Sonora Corregido (NPC) de 49 dB(A) para el Receptor N° 1; 57 dB(A) para el Receptor N° 2; 52 dB(A) para el Receptor N° 3; y 54 dB(A) para el Receptor N° 4; todos receptores sensibles ubicados en zona rural, medidos en condición externa, en horario nocturno. La obtención, con fecha 2 de diciembre de 2016, de Nivel de Presión Sonora Corregido (NPC) de 52 dB(A) para el Receptor N° 4, receptor sensible ubicado en zona rural, medido en condición externa, en horario diurno. Así mismo, detectadas las superaciones, no haber implementado de inmediato medidas adicionales que permitieran minimizar el impacto acústico en el entorno del proyecto o en los receptores y dar cumplimiento a la normativa.",RCA,a,Graves,240.0,C,DIA,168.0
